VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
nV3Wv8iHp4U,0,38,702553,unverified,70,Chinese,一 只 穿 裙子 的 小狗 在 沙發 上 玩耍 。

6t0BpjwYKco,15,31,682611,clean,72,Chinese,一个 女人 把 洋葱 切 成 两 半 ， 然后 切 成 小 块 。

omGWjiwxcTE,18,23,702553,unverified,36,Chinese,拳击 选手 被 对手 甩 在 地上 攻击 。

NaX51emUDn4,0,20,550906,clean,36,Chinese,猫 盯 着 盛 满 水 的 碟子 。

ao-9B8IV9_E,87,95,682611,clean,46,Chinese,一 只 鹅 追赶 一个 人 ， 咬 它 的 屁股 。

gWRRHV7DLV0,21,31,682611,clean,124,Chinese,一个 人 在 堆 三 个 南瓜 时 说话 。

PHDmVhShE80,82,86,682611,clean,56,Chinese,一个 女人 把 鸡蛋 打 进 碗 里 ， 用 金属 丝 搅 打 。

e3XkmpNcSt4,8,19,702553,unverified,31,Chinese,一个 人 在 操控 滑鼠 点击 电脑 文件 。

2F9jX7u5nOg,114,130,135621,clean,439,Chinese,一个 女人 正 沿着 一 条 泥泞 的 道路 奔 向 一 匹 马 。

ACOmKiJDkA4,49,54,760882,clean,32,Chinese,一个 人 正在 劈葱 。

xtbsD3PUua4,174,185,702553,unverified,27,Chinese,一个 人 在 切 芒果 。

AjZ-R3LFMzo,5,10,252681,clean,20,Chinese,一个 骑 摩托车 的 人 在 做 特技 表演 。

nlU3crMsbWI,19,23,702553,unverified,43,Chinese,一个 人 正在 画 树 。

aC-KOYQsIvU,25,31,682611,clean,76,Chinese,有人 用 平底锅 搅 着 什么 东西 ， 好像 是 一 根 棍子 。

fvBs0xpEZhQ,10,30,682611,clean,115,Chinese,一个 男人 在 办公室 里 ， 把 一个 小 球 从 他 的 脚 和 头 上 掷 下来 。

504gE1DA_4g,1,6,702553,unverified,21,Chinese,一 只 小白兔 在 床 上 。

bL_Kijz9IN4,0,15,649657,unverified,111,Chinese,一个 女孩 在 切大蒜 。

6KS8R3RxrV8,0,23,702553,unverified,34,Chinese,一 只 狗 正在 看 顾 柜台 。

gHzws6FpuNE,10,12,702553,unverified,48,Chinese,一 辆 车牌 AYF137 的 白色 车子 正在 行驶 。
